fid,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,x,y
64,0.0573,0,0.004,0.7072,0.0795,0.1297,0.0172,0.0022,0.003,0,0.496638655,0.416806723,0.08487395,0,0.001680672,0,0,0,0,0,0,0,0,0,0,0,0,0.114309547,2.7310472,0,0.211011688,5.742407401,0,0.398006382,0.000435115,0,0.00075414,0.001212262,17.03726708,0,10.41860465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.19522327
65,0.1056,0.0002,0.0086,0.5405,0.0388,0.1869,0.1126,0.0039,0.003,0,0.556228374,0.382352941,0.029411765,0,0.03200692,0,0,0,0,0,0,0,0,0,0,0,0,0.901577944,0,0,0,10.59198967,0.016135394,0.86055434,0.000451096,0.003140999,0.000955875,0.00060738,16.3853211,3.555555556,9.935483872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.16522327
66,0.0485,0,0.0019,0.4971,0.0148,0.0146,0.4183,0.0018,0.003,4,0.284033613,0.258823529,0.08487395,0,0.372268908,0,0,0,0,0,0,0,0,0,0,0,0,4.873655472,0,2,0,4.865717666,0,0.193624727,0.000647294,0,0.001325391,0.000604315,8.027027028,0,5.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.13522327
67,0.1701,0.0001,0.0021,0.5987,0.0185,0.0391,0.1651,0.0033,0.003,1,0.380622837,0.474913495,0.029411765,0,0.115051903,0,0,0,0,0,0,0,0,0,0,0,0,0.226803985,0,1,0,17.06586826,0.008067697,0.210656531,0.000350705,0.010529652,0.001135622,0.001625656,18.48913044,1.666666667,7.935483872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.10522327
68,0.1231,0.0002,0.004,0.5988,0.05,0.0676,0.1553,0.0008,0,0,0.198096886,0.625432526,0.057958478,0,0.118512111,0,0,0,0,0,0,0,0,0,0,0,0,0.281128383,0,0,0,12.31309835,0.024203091,0.397109972,0.000424044,0.001493548,0.00089682,0.004576151,16.79574468,1.818181818,9.46511628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.07522327
69,0.0057,0.0008,0.0077,0.8058,0.06,0.0947,0.0182,0.004,0.003,1,0.810553633,0.091695502,0.029411765,0,0.032871972,0,0,0.006920415,0,0.028546713,0,0,0,0,0,0,0,1.012278094,5.40074,0,0.196692159,0.575495715,0.085159023,0.775395317,0.001038571,0.001451082,0.000375284,0.000316867,8.000000001,3.25,12.79661017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,33.08522327
70,0.008,0,0.0029,0.8816,0.075,0.0115,0.015,0,0.006,1,0.802768166,0.180795848,0,0,0.016435986,0,0,0,0,0,0,0,0,0,0,0,0,1.646051352,0,1,0,0.804976873,0,0.296711965,0.00066811,0,0.000681486,0.000269495,11.15,0,10.18918919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,33.05522327
71,0.0188,0.0002,0.0021,0.4393,0.0407,0.048,0.3695,0.0754,0.006,0,0.360504202,0.170588235,0.057142857,0,0.411764706,0,0,0,0,0,0,0,0,0,0,0,0,1.934802033,0,0,0,1.89501237,0.018824626,0.216034996,0.000696356,0.005907133,0.001401329,0.000558271,8.652173914,2.5,7.125000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,33.02522327
72,0.0022,0,0.0005,0.1292,0.0018,0.0043,0.7844,0.0717,0.006,0,0.142733564,0.011245675,0,0,0.846020761,0,0,0,0,0,0,0,0,0,0,0,0,0.446583908,0,0,0,0.221413461,0,0.052888236,0.001035938,0,0.001195131,0.000440505,4.09375,0,4.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.99522327
73,0.005,0.0002,0.0027,0.5075,0.0009,0.0092,0.1979,0.2706,0.006,0,0.501730104,0.020761246,0.029411765,0,0.448096886,0,0,0,0,0,0,0,0,0,0,0,0,0.475415051,0,0,0,0.506472086,0.02330668,0.26713041,0.000879366,0.000329382,0.00121371,0.001743565,6.229166667,1.636363637,6.885714287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.96522327
74,0.0058,0.0005,0.0032,0.7044,0.0102,0.0245,0.039,0.2064,0.006,0,0.705042017,0.031092437,0.057142857,0,0.206722689,0,0,0,0,0,0,0,0,0,0,0,0,0.470905687,0,0,0,0.587149055,0.047509771,0.320018645,0.000792079,0.000417805,0.000819211,0.000917663,9.115384616,3.066666667,8.421052633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.93522327
75,0.0101,0,0.0049,0.9372,0.0184,0.0208,0,0.0027,0.006,1,0.911764706,0.088235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57152485,0.7103604,0,0.200932435,1.01115135,0,0.492129513,0.001059043,0,0.000886039,0,7.544117648,0,9.042553193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.90522327
76,0.0241,0.0012,0.0048,0.884,0.0419,0.0286,0.007,0.0025,0.006,3,0.858823529,0.078991597,0.057142857,0,0.005042017,0,0,0,0,0,0,0,0,0,0,0,0,0.40831665,0,0,0,2.427480369,0.1165334,0.485854638,0.000650392,0.001275309,0.000603009,0.003594845,10.57142857,3.521739131,14.23404255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.87522327
77,0.0298,0.0001,0.0058,0.9011,0.0246,0.0279,0.0043,0.0004,0.006,0,0.944636678,0.051903114,0,0,0.003460208,0,0,0,0,0,0,0,0,0,0,0,0,0.498637195,0,0,0,2.99849403,0.007171286,0.583563412,0.000642196,0.005423337,0.000942747,0.008623606,13.5862069,2,11.42307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.84522327
78,0.0345,0,0.0052,0.8901,0.0058,0.0269,0.0309,0.0006,0.006,0,0.891868512,0.048442907,0.029411765,0,0.030276817,0,0,0,0,0,0,0,0,0,0,0,0,0.387382907,0,0,0,3.472695328,0,0.524400301,0.000826653,0,0.001064035,0.002603851,9.320000001,0,7.102040817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.81522327
79,0.1575,0,0.0067,0.7459,0.0324,0.0512,0.0001,0.0003,0.006,3,0.662184874,0.263865546,0.057142857,0,0.005882353,0.008403361,0.002521008,0,0,0,0,0,0,0,0,0,0,0.541752602,0,0,0,15.84406038,0,0.673204489,0.000520602,0,0.000764274,0.012623807,14.86090226,0,11.43636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.78522327
80,0.0808,0,0.009,0.8648,0.009,0.0282,0.0012,0.0011,0.006,1,0.882352941,0.083044983,0,0,0.009515571,0.025086505,0,0,0,0,0,0,0,0,0,0,0,0.143296495,0,0,0,8.128652874,0,0.904478468,0.000717225,0,0.001067665,0.000200869,10.51308901,0,10.859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.75522327
81,0.2089,0,0.0052,0.7176,0.0086,0.0444,0.0053,0.0009,0.0089,0,0.700840336,0.103361345,0.057142857,0,0.021008403,0.11512605,0.002521008,0,0,0,0,0,0,0,0,0,0,0.143296495,0,0,0,21.08216,0,0.525975077,0.00065229,0,0.001162544,0.002838191,7.755700327,0,8.387755103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.72522327
82,0.3561,0,0.0111,0.5471,0.0119,0.0524,0.0153,0.0003,0.006,0,0.477508651,0.233564014,0,0,0.023356401,0.260380623,0.005190311,0,0,0,0,0,0,0,0,0,0,0.124136474,0,0,0,35.82057442,0,1.112445767,0.00050795,0,0.000868496,0.003890193,8.882500001,0,8.887323945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.69522327
83,0.4946,0.0001,0.0305,0.3815,0.0025,0.0378,0.0434,0.0035,0.006,0,0.260380623,0.389273356,0.029411765,0,0.080449827,0.23615917,0.00432526,0,0,0,0,0,0,0,0,0,0,0.341864204,0,0,0,49.75527986,0.014342572,3.071103302,0.000430891,0,0.000714584,0.000758964,9.440677967,1.375,13.77118644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.66522327
84,0.0561,0,0.0082,0.8613,0.0156,0.0383,0.0136,0.001,0.006,3,0.831092437,0.077310924,0.057142857,0,0.02605042,0.004201681,0.004201681,0,0,0,0,0,0,0,0,0,0,0.479956302,0,1,0,5.646491448,0.002689232,0.82469791,0.000570409,0.021969273,0.00117983,0.003047955,12.91194969,1.25,8.163934427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.63522327
85,0.0371,0.0001,0.0098,0.8831,0.0136,0.0383,0.0085,0.0035,0.006,0,0.888408304,0.083910035,0,0,0.020761246,0.006920415,0,0,0,0,0,0,0,0,0,0,0,0.849915696,0,0,0,3.729068808,0.012549751,0.981569795,0.00070216,0.006617686,0.000666094,0.001548483,9.776923078,1.625,12.19402985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.60522327
86,0.0278,0.0002,0.0107,0.8571,0.0336,0.0496,0.0145,0.0005,0.006,4,0.781512605,0.141176471,0.057142857,0,0.020168067,0,0,0,0,0,0,0,0,0,0,0,0,1.087530119,0,640,0,2.796801606,0.016135394,1.080174979,0.000611572,0.008814328,0.000612935,0.002971849,13.92857143,2,13.61428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.57522327
87,0.017,0,0.0033,0.9099,0.0147,0.0466,0.0023,0.0002,0.006,0,0.888408304,0.103806228,0,0,0.007785467,0,0,0,0,0,0,0,0,0,0,0,0,0.396944643,0,0,0,1.711248162,0,0.329879164,0.000598093,0,0.000690396,0.001798229,12.01136364,0,11.12820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.54522327
88,0.0189,0,0.0051,0.9068,0.0227,0.0279,0.0122,0.0005,0.006,1,0.873702422,0.061418685,0.029411765,0,0.035467128,0,0,0,0,0,0,0,0,0,0,0,0,0.484997156,0,1,0,1.903976478,0,0.51095414,0.000762122,0,0.000635676,0.002621179,11.4516129,0,12.47916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.51522327
89,0.0071,0,0.0035,0.9117,0.0229,0.0217,0.0267,0.0003,0.006,0,0.867226891,0.037815126,0.057142857,0,0.037815126,0,0,0,0,0,0,0,0,0,0,0,0,0.185224392,0,0,0,0.718921439,0.004482054,0.355875076,0.000773657,0.000828206,0.001046195,0.011261241,10.01754386,1.4,11.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.48522327
90,0.0131,0.0002,0.002,0.9163,0.0258,0.0268,0.0097,0.0002,0.006,0,0.916089965,0.070069204,0,0,0.01384083,0,0,0,0,0,0,0,0,0,0,0,0,0.153091105,0,0,0,1.315034601,0.019721037,0.19810678,0.000581801,0,0.000931883,0.004327343,13.36363637,1.1,8.933333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.45522327
91,0.0152,0.0001,0.0033,0.9243,0.0317,0.019,0.0001,0.0002,0.006,1,0.859663866,0.082352941,0.057142857,0,0.000840336,0,0,0,0,0,0,0,0,0,0,0,0,0.216289821,1.5359125,0,0.197561203,1.532862419,0.007171286,0.330775575,0.000792943,0.000581402,0.001336366,0.000269495,11.63855422,2.166666667,8.230769232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.42522327
92,0.0116,0,0.0078,0.9117,0.0392,0.0147,0.0083,0.0007,0.006,0,0.884083045,0.110726644,0,0,0.005190311,0,0,0,0,0,0,0,0,0,0,0,0,0.390762676,0,0,0,1.167126824,0.000896411,0.781670193,0.000776199,0,0.000717358,0.003888272,11.19178082,1,13.48333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.39522327
93,0.0123,0,0.0015,0.9286,0.0081,0.0343,0.0114,0.0009,0.003,0,0.935986159,0.019031142,0.029411765,0,0.015570934,0,0,0,0,0,0,0,0,0,0,0,0,0.101591694,0,0,0,1.234357632,0,0.155079063,0.000714056,0,0.001304438,0.003317918,11.08,0,7.407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.36522327
94,0.0284,0,0.006,0.8828,0.0381,0.0256,0.0129,0.0003,0.006,0,0.830252101,0.094117647,0.057142857,0,0.018487395,0,0,0,0,0,0,0,0,0,0,0,0,0.269856393,0,0,0,2.854171896,0.002689232,0.603284449,0.000687661,0.008217545,0.000541442,0.001997751,12.59292036,1.5,14.76923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.33522327
95,0.0137,0,0.0025,0.9307,0.0126,0.0121,0.0219,0.0005,0.006,0,0.955017301,0.024221453,0,0,0.020761246,0,0,0,0,0,0,0,0,0,0,0,0,0.098990989,0,0,0,1.375094123,0,0.254580659,0.000719006,0,0.001300629,0.003136827,10.56962025,0,7.941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.30522327
96,0.0138,0,0.0028,0.8649,0.0215,0.0217,0.0688,0.0006,0.006,0,0.824369748,0.04789916,0.057142857,0,0.070588235,0,0,0,0,0,0,0,0,0,0,0,0,0.125688016,0,0,0,1.385851052,0,0.285058625,0.000798691,0,0.000900746,0.002106872,10.50632912,0,8.63888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.27522327
97,0.0102,0,0.0043,0.8776,0.021,0.0265,0.0508,0.0036,0.006,2,0.886678201,0.035467128,0.029411765,0,0.048442907,0,0,0,0,0,0,0,0,0,0,0,0,0.450411959,0,1,0,1.023701101,0,0.434759224,0.001053992,0,0.000872704,0.004292218,9.897058825,0,11.22222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.24522327
98,0.051,0,0.009,0.846,0.0075,0.0481,0.0311,0.0013,0.006,0,0.894463668,0.071799308,0,0,0.033737024,0,0,0,0,0,0,0,0,0,0,0,0,0.557252691,0,0,0,5.12567679,0,0.908064111,0.000731198,0,0.000891112,0.005325874,10.67105263,0,10.65625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.21522327
99,0.2753,0,0.0153,0.6251,0.0193,0.0464,0.0121,0.0005,0.006,0,0.543697479,0.191596639,0.057142857,0,0.015966387,0.120168067,0.071428571,0,0,0,0,0,0,0,0,0,0,0.698768988,0,0,0,27.69550719,0.003585643,1.540930116,0.000551125,0.015347527,0.000617076,0.002934568,9.28409091,1.5,14.79518072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.18522327
100,0.3243,0.0008,0.0195,0.4684,0.0338,0.0443,0.1015,0.0015,0.006,5,0.166955017,0.601211073,0,0,0.106401384,0.107266436,0.01816609,0,0,0,0,0,0,0,0,0,0,0.280445595,0,638,0,32.62666284,0.080676969,1.957761124,0.000397433,0.001698219,0.0006315,0.001003031,12.55497382,3,14.04255319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.15522327
101,0.5032,0,0.0065,0.4153,0.0117,0.0534,0.0037,0.0002,0.006,0,0.176470588,0.38487395,0.057142857,0,0.010084034,0.361344538,0.010084034,0,0,0,0,0,0,0,0,0,0,0.217477597,0,0,0,50.61941984,0,0.653483452,0.000416781,0,0.000928132,0.002457192,10.64285714,0,10.03703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.12522327
102,0.2155,0,0.0057,0.6786,0.017,0.0443,0.0326,0.0006,0.006,0,0.526816609,0.363321799,0.029411765,0,0.015570934,0.057958478,0.006920415,0,0,0,0,0,0,0,0,0,0,0.204573782,0,0,0,21.67700527,0,0.56922084,0.000496373,0,0.000830524,0.000525558,12.11217949,0,11.52941177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.09522327
103,0.1103,0,0.0094,0.7811,0.0312,0.0476,0.014,0.0006,0.006,3,0.719723183,0.25432526,0,0,0.011245675,0.014705882,0,0,0,0,0,0,0,0,0,0,0,0.350139973,0,0,0,11.09397971,0,0.942127721,0.00054273,0,0.000736876,0.0008576,10.69058296,0,11.63076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.06522327
104,0.0561,0,0.0017,0.831,0.0234,0.0464,0.034,0.0013,0.006,0,0.826890756,0.097478992,0.057142857,0,0.014285714,0.002521008,0.001680672,0,0,0,0,0,0,0,0,0,0,0.516990637,0,0,0,5.642905805,0.004482054,0.17390369,0.000651775,0,0.001264154,0.00062101,11.20125786,1,8.107142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.03522327
105,0.02,0,0.0029,0.8412,0.0467,0.0685,0.0115,0.0001,0.0089,1,0.878027682,0.117647059,0,0,0.00432526,0,0,0,0,0,0,0,0,0,0,0,0,0.683018653,0,0,0,2.014889141,0.002697308,0.297602992,0.000813856,0.012011589,0.001210529,0.000766273,11.33684211,1.5,9.135135136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,32.00522327
106,0.0262,0,0.004,0.8428,0.0429,0.0613,0.015,0.0019,0.006,3,0.765546218,0.162184874,0.057142857,0,0.01512605,0,0,0,0,0,0,0,0,0,0,0,0,0.760057268,0,281,0,2.631862024,0,0.398006382,0.000494066,0,0.001150119,0.00058326,16.98165138,0,9.46511628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,31.97522327
107,0.0782,0,0.001,0.7929,0.0312,0.0702,0.0194,0.0011,0.006,1,0.826124567,0.136678201,0.029411765,0,0.007785467,0,0,0,0,0,0,0,0,0,0,0,0,0.415028687,0,12,0,7.86869375,0,0.103983649,0.000471136,0,0.00142216,0.004080889,14.02659575,0,6.636363637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,31.94522327
108,0.069,0,0.0015,0.8535,0.0148,0.0494,0.0038,0.002,0.006,0,0.705017301,0.289792388,0,0,0.005190311,0,0,0,0,0,0,0,0,0,0,0,0,0.166345965,0,0,0,6.93911578,0,0.149700599,0.000506682,0,0.001628151,0,13.09090909,0,5.807692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,31.91522327
109,0.4106,0,0.007,0.4816,0.0217,0.06,0.0127,0.0003,0.006,0,0.218487395,0.437815126,0.057142857,0,0.009243697,0.221008403,0.047058824,0,0.001680672,0,0,0.007563025,0,0,0,0,0,0.178073552,0,0,0,41.31019398,0.003585643,0.705475277,0.000383058,0.011049643,0.000928377,0.001410764,12.03488372,1.5,9.894736843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,31.88522327
110,0.9348,0,0.007,0.0423,0.0016,0.0083,0,0,0.006,0,0,0.001730104,0,0,0,0.950692042,0.047577855,0,0,0,0,0,0,0,0,0,0,0.358181322,0.54775786,0,0.240730898,94.03976478,0,0.706371688,0.000290688,0,0.001741179,0,3.915123457,0,4.52631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,31.85522327
111,0.8457,0,0.0385,0.0585,0.0039,0.0413,0.0061,0,0.006,0,0.053781513,0.126890756,0.057142857,0,0.001680672,0.692436975,0.068067227,0,0,0,0,0,0,0,0,0,0,0.47878344,0.5160957,0,0.226974846,85.07655348,0,3.868908889,0.000392604,0,0.000866966,0.003132969,5.784440843,0,10.5530303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,31.82522327
112,0.1815,0,0.0542,0.5679,0.0189,0.0647,0.0954,0.0114,0.006,0,0.333910035,0.525951557,0.029411765,0,0.110726644,0,0,0,0,0,0,0,0,0,0,0,0,0.67076102,0,0,0,18.26168023,0,5.454659543,0.000398401,0,0.000548141,0.000469321,19.41958042,0,14.80254777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,31.79522327
113,0.1064,0,0.0286,0.7752,0.0313,0.0462,0.0062,0.0001,0.006,0,0.497404844,0.501730104,0,0,0.000865052,0,0,0,0,0,0,0,0,0,0,0,0,0.5706706,1.263413,0,0.240730897,10.70583384,0,2.879271397,0.000516327,0,0.000814266,0.003605302,15.54794521,0,9.771929825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,31.76522327
114,0.0174,0,0.0007,0.8752,0.0581,0.0352,0.0067,0.0008,0.006,0,0.653781513,0.286554622,0.057142857,0,0.002521008,0,0,0,0,0,0,0,0,0,0,0,0,0.980060162,1.6206838,0,0.226974846,1.748001004,0,0.065437986,0.000604103,0,0.001842437,0.008392016,16.97752809,0,5.500000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,31.73522327
115,0.0696,0.0001,0.0047,0.7797,0.0631,0.0642,0.0111,0.0016,0.006,1,0.549307958,0.448096886,0,0,0.002595156,0,0,0,0,0,0,0,0,0,0,0,0,0.879373855,0,6,0,7.000071713,0.007171286,0.473304887,0.000549467,0.008263036,0.000796531,0.005360076,14.98870057,2,11.91304348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,31.70522327
116,0.4397,0.0001,0.0424,0.27,0.1502,0.0899,0.0014,0.0004,0.006,0,0.131092437,0.385714286,0.057142857,0,0.000840336,0.251260504,0.062184874,0.090756303,0,0.021008403,0,0,0,0,0,0,0,0.68772198,0,0,0,44.23159669,0.008067697,4.266915271,0.000415143,0.013865519,0.000647854,0.002433083,10.40674157,1.428571429,11.10869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,31.67522327
117,0.7432,0,0.0158,0.0468,0.13,0.0552,0.006,0,0.003,8,0.002595156,0.07266436,0.029411765,0.012110727,0.005190311,0.49567474,0.102941176,0.025086505,0,0.251730104,0.002595156,0,0,0,0,0,0,0.301197537,0,168,0,74.54462333,0,1.589336297,0.000355102,0,0.000964984,0.004000055,7.88388215,0,10.48235294,1,74.54462333,0,1.589336297,0.000355102,0.000355102,0.000964984,7.88388215,0,10.48235294,0.094217,0.584627,4,1,5,0,1,1,1,0,117.8500664,31.64522327
118,0.1926,0.0004,0.0154,0.1471,0.5246,0.1013,0.0127,0,0.006,172,0.057958478,0,0,0,0.002595156,0.028546713,0.020761246,0.187716263,0,0.265570934,0.344290657,0,0.092560554,0,0,0,0,1.213665966,0,2053,0,19.374126,0.038545663,1.548101402,0.000387664,0.000335703,0.000665479,0.000491869,21.14237288,2.071428572,12.73809524,10,193.74126,0.38545663,15.48101402,0.00387664,0.00387664,0.00665479,211.4237288,20.71428572,127.3809524,0.019276,0.027812,7,6,7,6,1,1,1,1,117.8500664,31.61522327
119,0.131,0.0003,0.0051,0.2494,0.3433,0.1118,0.1529,0.0003,0.006,615,0.187394958,0.01512605,0.057142857,0.006722689,0.11092437,0.001680672,0.000840336,0.250420168,0,0.232773109,0.081512605,0,0.053781513,0.001680672,0,0,0,2.014176799,0,1418,0,13.17903116,0.026892323,0.513643372,0.000406416,0.004719629,0.000920258,0.000334749,20.93827161,3.727272728,11.10416667,7,92.25321812,0.188246261,3.595503604,0.002844912,0.002844912,0.006441806,146.5679013,26.0909091,77.72916669,-0.279648,0.234731,1,2,3,0,1,1,1,0,117.8500664,31.58522327
120,0.3697,0.0002,0.0102,0.402,0.1268,0.0754,0.0076,0.0023,0.006,8,0.316608997,0.423010381,0,0,0,0.106401384,0.021626298,0,0.007785467,0.124567474,0,0,0,0,0,0,0,0.599722258,0,3,0,37.18939367,0.016135394,1.024597512,0.000366424,0.000906673,0.000659587,0.000627915,14.74264706,2,11.38235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,31.55522327
121,0.8045,0,0.0214,0.0628,0.033,0.0704,0.0018,0,0.006,0,0,0.198961938,0.029411765,0,0.001730104,0.653979239,0.091695502,0,0.021626298,0,0,0.002595156,0,0,0,0,0,0.168912576,0,0,0,80.93423931,0,2.14959303,0.000363067,0,0.001506588,0.004854228,5.713810317,0,5.86734694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,31.52522327
122,0.7305,0,0.0042,0.1587,0.039,0.0616,0,0,0.006,0,0,0.378151261,0.057142857,0,0,0.48487395,0.073109244,0,0,0,0,0.006722689,0,0,0,0,0,0.209708064,0.9827696,0,0.224296929,73.48685862,0,0.422209473,0.00029441,0,0.00069433,0,9.44851658,0,8.90909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,31.49522327
123,0.7315,0,0.0227,0.0746,0.0412,0.1219,0.0021,0,0.006,0,0.011245675,0.19550173,0,0,0,0.650519031,0.070069204,0,0.003460208,0.017301038,0,0.051903114,0,0,0,0,0,0.100844378,2.948453,0,0.230582101,73.59173868,0,2.278676181,0.000358882,0,0.00096887,0.023226792,7.109756098,0,8.267326734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,31.46522327
124,0.5146,0,0.0248,0.3418,0.0302,0.0781,0.0041,0.0004,0.006,0,0.205882353,0.532773109,0.057142857,0,0.000840336,0.158823529,0.044537815,0,0,0,0,0,0,0,0,0,0,0.480639029,0,0,0,51.7641364,0.001792822,2.497400409,0.000375194,0.006545384,0.000764683,0.004692513,11.84615385,1.333333333,12.51886793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,31.43522327
125,0.0257,0,0.0015,0.8224,0.0774,0.0637,0.0026,0.0007,0.006,1,0.621972318,0.37716263,0,0,0.000865052,0,0,0,0,0,0,0,0,0,0,0,0,0.555230096,2.2751234,0,0.230582101,2.588834307,0,0.148804188,0.000617241,0,0.001436249,0.007683677,15.82407408,0,7.461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,31.40522327
126,0.0349,0,0.0002,0.7794,0.0698,0.0793,0.0258,0.0046,0.006,0,0.740484429,0.220588235,0.029411765,0,0.007785467,0,0.001730104,0,0,0,0,0,0,0,0,0,0,0.225380779,1.175023,0,0.223800275,3.51034458,0.000896411,0.025099502,0.001060724,0,0.002864464,0.000996237,8.30952381,1,3.818181819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8500664,31.37522327
